id	Nombre	Apellido	Segundo apellido	Dependencia	Puesto
362	VICTOR HUGO	LUIS	ZARATE	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
361	EMMANUEL	OLARTE	CORDOBA	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
360	ANGELICA CONSTANZA	DOMINGUEZ	OZUNA	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
359	ANDREA	PEREZ	RODRIGUEZ	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
358	ANA BELEN	GARCIA	BARRAGAN	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
357	JOSE	RODRIGUEZ	LUNA	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
356	MARIO	TOXQUI	TEUTLE	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
355	NICOLAS	BLANCAS	JIMENEZ	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	DIRECTOR GENERAL
354	RUBEN OMAR	BOUCHOT	TORICES	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	JEFE DE DEPARTAMENTO
353	JULIAN	LIMON	PEREZ	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	JEFE DE DEPARTAMENTO
352	DARIO ANTONIO	ARROY	SANCHEZ	SECRETARÍA DE MEDIO AMBIENTE, DESARROLLO SUSTENTABLE Y ORDENAMIENTO TERRITORIAL	ANALISTA
351	CARLOS ALBERTO	RIVERA	AGUIRRE	UNIVERSIDAD POLITÉCNICA DE PUEBLA	RECTOR
350	ALEJANDRO	PEREZ	ROSALES	UNIVERSIDAD INTERCULTURAL DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
349	RUBEN ALEJANDRO	BEJARANO	SANCHEZ	UNIVERSIDAD TECNOLÓGICA DE PUEBLA	JEFE DE DEPARTAMENTO
348	RUBEN	TEMAXTE	TORRES	UNIVERSIDAD TECNOLÓGICA DE ORIENTAL	JEFE DE DEPARTAMENTO
347	ANA GABRIELA	FUKUSIMA	MENENDEZ	SECRETARÍA DE EDUCACIÓN	JEFE DE DEPARTAMENTO
346	JUAN ENRIQUE	RAMOS	RIOS	SECRETARÍA DE EDUCACIÓN	DIRECTOR GENERAL
345	MARIA INES	NUÑEZ	MONREAL	SECRETARÍA DE EDUCACIÓN	TITULAR DE LA UNIDAD
344	JUAN CARLOS	SANCHEZ	CASTILLO	INSTITUTO TECNOLÓGICO SUPERIOR DE ACATLÁN DE OSORIO	ENCARGADO DE DEPARTAMENTO
343	MARIA VERONICA	TENORIO	ROMERO	INSTITUTO TECNOLÓGICO SUPERIOR DE ACATLÁN DE OSORIO	SUB-DIRECTOR
342	MIRIAM	ALVARADO	ALLENDE	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	PROFESIONAL A
341	MARLENE	AVILA	PONCE	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	PROFESIONAL C
340	ANGEL TOMAS	LANDA	AHUMADA	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	JEFE DE DEPARTAMENTO
339	JORGE ANTELMO	LORANCA	SOTO	INSTITUTO DE PROFESIONALIZACIÓN DEL MAGISTERIO POBLANO	TITULAR DE LA UNIDAD
338	JOSE ARMANDO	ZARATE	PEREZ	CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE PUEBLA	SUB-DIRECTOR
337	HUMBERTO	ROBLEDO	GODINEZ	CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
336	LUIS ESTEBAN	TERRAZAS	RAMOS	CENTRO DE CONCILIACIÓN LABORAL DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
335	FAUSTO	RODRIGUEZ	ARELLANO	UNIVERSIDAD POLITÉCNICA DE PUEBLA	ENCARGADO DE OFICINA
334	JOSÉ DANIEL	CÉSAR	HERNÁNDEZ	SECRETARÍA DE SALUD	JEFE DE DEPARTAMENTO
333	DAVID	MALDONADO	BRAVO	SECRETARÍA DE GOBERNACIÓN	SUB-DIRECTOR
332	JOSE RAFAEL	DIAZ	COLINDRES	SECRETARÍA DE GOBERNACIÓN	SUB-DIRECTOR
331	CESAR	AGUILAR	MENDOZA	SECRETARÍA DE GOBERNACIÓN	DIRECTOR GENERAL
330	MYRNA	ZALDIVAR	MENDIVIL	SECRETARÍA DE GOBERNACIÓN	COORDINADOR GENERAL
329	JOSE GILBERTO	PACHECO	RODRIGUEZ	SECRETARÍA DE DESARROLLO RURAL	ENCARGADO
328	"NADIA"	LOPEZ	SANTOS	SECRETARÍA DE DESARROLLO RURAL	ANALISTA
327	ZAID ABRAHAM	OJEDA	PEREZ	SECRETARÍA DE DESARROLLO RURAL	ANALISTA
326	MERIENE	AHUACTZIN	JACOBO	SECRETARÍA DE DESARROLLO RURAL	ANALISTA
325	YASMIN	ARROYO	MARTINEZ	SECRETARÍA DE DESARROLLO RURAL	ANALISTA
324	JAIME	RAMIREZ	GALINDO	SECRETARÍA DE DESARROLLO RURAL	ANALISTA
323	ALFREDO	LEMUS	QUIROGA	UNIVERSIDAD TECNOLÓGICA DE XICOTEPEC DE JUÁREZ	SUB-DIRECTOR
322	LUCIA	ROMERO	MARTINEZ	INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEXI DE RODRÍGUEZ	JEFE DE DEPARTAMENTO
321	ELIZANDER	CASTRO	BENITEZ	INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEXI DE RODRÍGUEZ	SUB-DIRECTOR
320	HUGO	CARDOSO	HERNANDEZ	INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEXI DE RODRÍGUEZ	DIRECTOR GENERAL
319	MIGUEL ANGEL EDUARDO	LOPEZ	RODRIGUEZ	CONSEJO DE CIENCIA Y TECNOLOGÍA DEL ESTADO DE PUEBLA	JEFE DE DEPARTAMENTO
318	JULIETA	ROJAS	GARCIA	CONSEJO DE CIENCIA Y TECNOLOGÍA DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
317	JENNI GABRIELA	"NARANJO"	GONZALEZ	CONSEJO DE CIENCIA Y TECNOLOGÍA DEL ESTADO DE PUEBLA	SUB-DIRECTOR
316	FRANCISCO	GARCIA	GUEVARA	SISTEMA ESTATAL DE COMUNICACIONES	DIRECTOR GENERAL
315	MARIO	CRUZ	CRUZ	CONSEJO ESTATAL DE COORDINACIÓN DEL SISTEMA NACIONAL DE SEGURIDAD PÚBICA	DIRECTOR GENERAL
314	MOISES	GRAJALES	MONTERROSAS	CONSEJO ESTATAL DE COORDINACIÓN DEL SISTEMA NACIONAL DE SEGURIDAD PÚBICA	SECRETARIO
313	MONICA AUGUSTA	DIAZ DE RIVERA	ALVAREZ	SECRETARÍA DE IGUALDAD SUSTANTIVA	TITULAR DE LA UNIDAD
312	ANDRES	BARRADAS	SALAS	SECRETARÍA DE IGUALDAD SUSTANTIVA	DIRECTOR GENERAL
311	RODOLFO	JIMENEZ	MORALES	CIUDAD MODELO	JEFE DE DEPARTAMENTO
310	OSCAR	GUEVARA	GARCIA	CIUDAD MODELO	DIRECTOR GENERAL
309	KASSANDRA	SANCHEZ	TOLENTINO	CIUDAD MODELO	JEFE DE DEPARTAMENTO
308	VICTOR ALEJANDRO	CORREAU	GALEAZZI	CIUDAD MODELO	DIRECTOR GENERAL
307	JAVIER ANGEL NICOLAS	LUNA	LOPEZ	CIUDAD MODELO	DIRECTOR GENERAL
306	JUAN IGNACIO	GONZALEZ	JIMENEZ	CIUDAD MODELO	JEFE DE DEPARTAMENTO
305	INGRID	BECERRIL	ROSETE	CIUDAD MODELO	ANALISTA
304	BERTHA NELLY	CONEJO	PINEDA	CIUDAD MODELO	DIRECTOR GENERAL
303	ALICIA	RODRÍGUEZ	CONTRERAS	CIUDAD MODELO	JEFE DE DEPARTAMENTO
302	AIDA	CUAUTLE	SALDIVAR	CIUDAD MODELO	JEFE DE DEPARTAMENTO
301	ALEJANDRO	UPTON	PEREZ	CIUDAD MODELO	DIRECTOR GENERAL
300	JOSÉ FEDERICO	BRENIS	NOLASCO	UNIVERSIDAD INTERSERRANA DEL ESTADO DE PUEBLA CHILCHOTLA	JEFE DE DEPARTAMENTO
299	TERESITA	RAMIREZ	CALDERON	INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO	JEFE DE DEPARTAMENTO
298	GUADALUPE NOE	TORRALBA	FLORES	INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO	DIRECTOR GENERAL
297	JOSE GUILLERMO	COVARRUBIAS	DURAN	INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO	DIRECTOR GENERAL
296	JOSE FRANCISCO	RODRIGUEZ	DOMINGUEZ	UNIVERSIDAD TECNOLÓGICA DE IZÚCAR DE MATAMOROS	ABOGADO GENERAL
295	FRANCISCO ALFREDO	ROLDAN	LOPEZ	CONVENCIONES Y PARQUES	ANALISTA
294	CRISTOBAL	GUEVARA	CORONA	CONVENCIONES Y PARQUES	DIRECTOR GENERAL
293	GABRIELA	RUIZ	RAMIREZ	CONVENCIONES Y PARQUES	ANALISTA
292	ANA JANIN	DE LA MORA	JIMENEZ	CONVENCIONES Y PARQUES	ANALISTA
291	DAFFNE GABRIELA	CORTES	SANCHEZ	SECRETARÍA DE PLANEACIÓN Y FINANZAS	ANALISTA
290	JORGE ALBERTO	ALBURO	QUINTANA	SECRETARÍA DE PLANEACIÓN Y FINANZAS	ENCARGADO DE DESPACHO
289	JAIME	CALDERÓN	VAZQUEZ	SECRETARÍA DE PLANEACIÓN Y FINANZAS	DIRECTOR GENERAL
288	JUAN LUIS	TEPALE	RAMIREZ	SECRETARÍA DE PLANEACIÓN Y FINANZAS	JEFE DE DEPARTAMENTO
287	ELADIO	SANCHEZ	VALVERDE	SECRETARÍA DE PLANEACIÓN Y FINANZAS	SUB-DIRECTOR
286	LIZETH	CORONA	ACOSTA	SECRETARÍA DE PLANEACIÓN Y FINANZAS	ANALISTA
285	GUILLERMINA	CANSECO	CARRERA	SECRETARÍA DE PLANEACIÓN Y FINANZAS	DIRECTOR GENERAL
284	CRISTIAN FELIX	HERNANDEZ	GUTIERREZ	SECRETARÍA DE PLANEACIÓN Y FINANZAS	DIRECTOR GENERAL
283	MONICA ANDREA	FERNANDEZ	INOSTROZA	SECRETARÍA DE CULTURA	DIRECTOR GENERAL
282	JULIO	GLOCKNER	ROSSAINZ	SECRETARÍA DE CULTURA	SECRETARIO
281	SONIA DE LA LUZ	DUARTE	AVILA SOSA	SECRETARÍA DE CULTURA	DIRECTOR GENERAL
280	CESAR MANUEL	BRAVO	CARRERA	SECRETARÍA DE CULTURA	SUB-DIRECTOR
279	JOSE ANGEL	SANCHEZ	VERA	SECRETARÍA DE CULTURA	JEFE DE DEPARTAMENTO
278	MONICA	MARTINEZ	MARTINEZ	SECRETARÍA DE CULTURA	ENCARGADO DE DESPACHO
277	HORACIO DE JESUS	ESCOBEDO	PEREZ	SECRETARÍA DE CULTURA	DIRECTOR GENERAL
276	OSCAR	RAMIREZ	MARTINEZ	SECRETARÍA DE CULTURA	JEFE DE DEPARTAMENTO
275	ROSENDO BARAQUIEL	TEJEDA	ROSALES	CARRETERAS DE CUOTA PUEBLA	SUB-DIRECTOR
274	ELIAS	LEON	GONZALEZ	CARRETERAS DE CUOTA PUEBLA	DIRECTOR GENERAL
273	JOSUE DARIEN	GARCIA	HUERTA	CARRETERAS DE CUOTA PUEBLA	JEFE DE DEPARTAMENTO
272	LUIS ALBERTO	ESPINOZA	OCHOA	CARRETERAS DE CUOTA PUEBLA	SUB-DIRECTOR
271	ALFREDO	CASTILLO	MIRANDA	CARRETERAS DE CUOTA PUEBLA	DIRECTOR GENERAL
270	GABRIELA	PALACIOS	ADAN	CARRETERAS DE CUOTA PUEBLA	ANALISTA
269	MONSERRAT	AMEZCUA	ORTEGA	CARRETERAS DE CUOTA PUEBLA	ANALISTA
268	PATRICIA	LEMINI	ALEJANDRO	COORDINACIÓN GENERAL DE COMUNICACIÓN Y AGENDA DIGITAL	ANALISTA
267	CONRADO	GARCIA	ALVARADO	COORDINACIÓN GENERAL DE COMUNICACIÓN Y AGENDA DIGITAL	ANALISTA
266	PAULA YADIRA	BARRERA	FRANCOIS	COORDINACIÓN GENERAL DE COMUNICACIÓN Y AGENDA DIGITAL	ABOGADO GENERAL
265	VERONICA	VELEZ	MACUIL	COORDINACIÓN GENERAL DE COMUNICACIÓN Y AGENDA DIGITAL	COORDINADOR GENERAL
264	RAMON UBALDO	TREJO	HERNANDEZ	COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE PUEBLA	ABOGADO
263	CARLOS ENRIQUE	GARCIA	SANCHEZ	COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE PUEBLA	SUB-COORDINADOR
262	SILVIA ESTHER	PEREZ	CEBALLOS	COLEGIO DE EDUCACIÓN PROFESIONAL TÉCNICA DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
261	OSCAR ANTONIO	ANAYA	LOPEZ	SECRETARÍA DE BIENESTAR	DIRECTOR GENERAL
260	MARIA DEL ROCIO	MORENO	RODRIGUEZ	SECRETARÍA DE BIENESTAR	JEFE DE DEPARTAMENTO
259	ULISES	SANCHEZ	VIVEROS	SECRETARÍA DE ADMINISTRACIÓN	JEFE DE DEPARTAMENTO
258	TENOCH	MORENO	PEÑA	SECRETARÍA DE ADMINISTRACIÓN	SUB-DIRECTOR
257	NORMA ALICIA	GARCIA	TRINIDAD	SECRETARÍA DE ADMINISTRACIÓN	JEFE DE DEPARTAMENTO
256	RAYMUNDO	LAGUNA	PONCE	SECRETARÍA DE ADMINISTRACIÓN	RESPONSABLE DE DEPARTAMENTO
255	NERY LISETTE	ORGANISTA	RODRIGUEZ	SECRETARÍA DE ADMINISTRACIÓN	JEFE DE DEPARTAMENTO
254	ENRIQUE	CUAUTLE	SOTO	SECRETARÍA DE ADMINISTRACIÓN	RESPONSABLE DE AREA
253	EDSON SAUL	ALTAMIRANO	GUTIERREZ	SECRETARÍA DE ADMINISTRACIÓN	SUB-DIRECTOR
252	EDUARDO	FERNANDEZ	SORIA	SECRETARÍA DE ADMINISTRACIÓN	JEFE DE DEPARTAMENTO
251	LUIS ROBERTO	TENORIO	GARCIA	SECRETARÍA DE PLANEACIÓN Y FINANZAS	TITULAR DE LA UNIDAD
250	ARACELI	NUÑEZ	IBAÑEZ	SECRETARÍA DE PLANEACIÓN Y FINANZAS	ENCARGADO DE DESPACHO
249	ALEJANDRO	GONZALEZ	ROLDAN	SECRETARÍA DE PLANEACIÓN Y FINANZAS	SUB-SECRETARIO
248	OSCAR BENIGNO	LEZAMA	CABRALES	SECRETARÍA DE PLANEACIÓN Y FINANZAS	DIRECTOR GENERAL
247	JOSE JAVIER	BERRA	SEVILLA	SECRETARÍA DE PLANEACIÓN Y FINANZAS	DIRECTOR GENERAL
246	ADRIANA	BUENROSTRO	FLORES	SECRETARÍA DE PLANEACIÓN Y FINANZAS	ENCARGADO DE DESPACHO
245	ANGEL	OCHOA	PIMENTEL	SECRETARÍA DE PLANEACIÓN Y FINANZAS	ENCARGADO
244	ADRIANA AMELIA	ANDRADE	MOZO	SECRETARÍA DE PLANEACIÓN Y FINANZAS	DIRECTOR GENERAL
243	YESENIA	MALDONADO	GONZALEZ	UNIVERSIDAD TECNOLÓGICA DE TECAMACHALCO	JEFE DE DEPARTAMENTO
242	LAURA STEPHANIE	RAMIREZ	MARTINEZ	COMITÉ ADMINISTRADOR POBLANO PARA LA CONSTRUCCIÓN DE ESPACIOS EDUCATIVOS	SUB-DIRECTOR
241	JESUS ELEAZAR	MARQUEZ	LOPEZ	COMITÉ ADMINISTRADOR POBLANO PARA LA CONSTRUCCIÓN DE ESPACIOS EDUCATIVOS	RESPONSABLE
240	GERARDO ALBERTO	ZENELY	VAZQUEZ	UNIVERSIDAD POLITÉCNICA METROPOLITANA DE PUEBLA	SUB-DIRECTOR
239	CRISTINA	MADRID	MENDOZA	UNIVERSIDAD POLITÉCNICA METROPOLITANA DE PUEBLA	ABOGADO GENERAL
238	JOSE ANTONIO	MILAN	GUZMAN	UNIVERSIDAD POLITÉCNICA METROPOLITANA DE PUEBLA	JEFE DE DEPARTAMENTO
237	MARIO ANTONIO	BURGUETE	GARCIA	UNIVERSIDAD POLITÉCNICA METROPOLITANA DE PUEBLA	RECTOR
236	JANNETTE	BLANCO	HERNANDEZ	UNIVERSIDAD POLITÉCNICA METROPOLITANA DE PUEBLA	SECRETARIO
235	ANA LETICIA	GARCIA	RAMIREZ	UNIVERSIDAD POLITÉCNICA METROPOLITANA DE PUEBLA	JEFE DE DEPARTAMENTO
234	ALEJANDRO DE JESUS	HERNANDEZ	LOPEZ	SECRETARÍA DE LA FUNCIÓN PÚBLICA	"ANALISTA ESP. CONSULTIVO ""B"""
233	MIRIAM	RAMOS	OREA	SECRETARÍA DE TRABAJO	ANALISTA
232	MONICA NAYELI	ROJAS	PEREZ	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	PROFESIONAL B
231	MARIA CONCEPCION	DIAZ	GUEVARA	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
230	JOSE LUIS	CORIA	ROJAS	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	PROFESIONAL C
229	GRACIELA	REYES	MORALES	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	PROFESIONAL B
228	FRANCISCO	PORRAS REYES	ALAMINA	SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL ESTADO DE PUEBLA	JEFE DE SECCIÓN
227	SONIA GORETHI	MUÑOZ	CRUZ	SECRETARÍA DE SEGURIDAD PÚBLICA	JEFE DE DEPARTAMENTO
226	ROGELIO	LOPEZ	RODRIGUEZ	SECRETARÍA DE SEGURIDAD PÚBLICA	DIRECTOR GENERAL
225	VICTOR	CORTES	GONZALEZ	COLEGIO DE BACHILLERES DEL ESTADO DE PUEBLA	SUB-DIRECTOR
224	MIGUEL IDELFONSO	AMEZAGA	RAMIREZ	CORPORACIÓN AUXILIAR DE POLICÍA DE PROTECCIÓN CIUDADANA	DIRECTOR GENERAL
223	JESUS ANTONIO	MONTAÑO	JUAREZ	CORPORACIÓN AUXILIAR DE POLICÍA DE PROTECCIÓN CIUDADANA	DIRECTOR GENERAL
222	JOSE LUIS	MARTINEZ	CINTO	CORPORACIÓN AUXILIAR DE POLICÍA DE PROTECCIÓN CIUDADANA	ANALISTA
221	MONICA	BALDERAS	ALVARADO	CORPORACIÓN AUXILIAR DE POLICÍA DE PROTECCIÓN CIUDADANA	COORDINADOR TÉCNICO CONFIANZA
220	JAIME	FLORES	MORALES	CORPORACIÓN AUXILIAR DE POLICÍA DE PROTECCIÓN CIUDADANA	COORDINADOR TÉCNICO CONFIANZA
219	RODOLFO	DIAZ	AVILA	CORPORACIÓN AUXILIAR DE POLICÍA DE PROTECCIÓN CIUDADANA	JEFE DE DEPARTAMENTO
218	JOSE ALEJANDRO	AVILA	SOLIS	INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA	ANALISTA
217	ADRIANA	CASTILLO	VAZQUEZ	INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA	ANALISTA
216	ARTURO	MADRID	ECHEGARAY	INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA	ABOGADO GENERAL
215	PEDRO	BADA	FRANCO	INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA	ANALISTA
214	JULIO ALBERTO	NOYOLA	LOPEZ	INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA	SUB-DIRECTOR
213	JERSON JAIR	EUFRACIO	RODRIGUEZ	INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
212	AMIR	FLORES	DIAZ	INSTITUTO DE EDUCACIÓN DIGITAL DEL ESTADO DE PUEBLA	DIRECTOR GENERAL
211	MARIA JOSE	REYES	BERNABE	UNIVERSIDAD INTERSERRANA DEL ESTADO DE PUEBLA AHUACATLÁN	COORDINADOR CONFIANZA
210	GUILLERMINA	SOSA	GALINDO	UNIVERSIDAD INTERSERRANA DEL ESTADO DE PUEBLA AHUACATLÁN	JEFE DE DEPARTAMENTO
209	ALICIA	GALLARDO	CARRASCO	SECRETARÍA DE TURISMO	JEFE DE DEPARTAMENTO
208	GUSTAVO	HERNANDEZ	ORTIZ	SECRETARÍA DE MOVILIDAD Y TRANSPORTE	ANALISTA
207	RENE VICTOR	ALMADA	ALCANTARA	SECRETARÍA DE MOVILIDAD Y TRANSPORTE	ANALISTA
206	JOAQUIN	CANO	CAMARILLO	SECRETARÍA DE MOVILIDAD Y TRANSPORTE	JEFE DE DEPARTAMENTO
205	ABIMAEL	CRUZ	CASASA	INSTITUTO TECNOLÓGICO SUPERIOR DE LA SIERRA NORTE DE PUEBLA	JEFE DE DEPARTAMENTO
204	"NADIA YASMIN"	HERNANDEZ	OSORIO	INSTITUTO TECNOLÓGICO SUPERIOR DE CIUDAD SERDÁN	DIRECTOR GENERAL
203	BRENDA LETICIA	GONZALEZ	GARCIA	INSTITUTO TECNOLÓGICO SUPERIOR DE HUAUCHINANGO	JEFE DE DEPARTAMENTO
202	ERIKA SELENE	CABAÑAS	AGUILERA	INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEACA	SUB-DIRECTOR
201	MARIA LUISA	JUAREZ	HERNANDEZ	INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEACA	DIRECTOR GENERAL
200	VIRGINIA	VIRGINIA	GALICIA	UNIVERSIDAD TECNOLÓGICA DE TEHUACÁN	DIRECTOR GENERAL
199	SUSANA	XIBILLE	SALGADO	UNIVERSIDAD TECNOLÓGICA DE TEHUACÁN	ABOGADO GENERAL
198	MIGUEL ANGEL	CELIS	FLORES	UNIVERSIDAD TECNOLÓGICA DE TEHUACÁN	RECTOR
197	MARIO DAVID	FERNÁNDEZ	HERNÁNDEZ	UNIVERSIDAD TECNOLÓGICA DE TEHUACÁN	DIRECTOR GENERAL
196	JAIME	HERNÁNDEZ	CABALLERO	INSTITUTO TECNOLÓGICO SUPERIOR DE LIBRES	ENCARGADO DE DEPARTAMENTO
195	ALEJANDRA	REYES	GAYOSO	INSTITUTO TECNOLÓGICO SUPERIOR DE LIBRES	ENCARGADO DE SUB-DIRECCION
194	FABIOLA	PICAZO	SAN AGUSTÍN	UNIVERSIDAD TECNOLÓGICA DE XICOTEPEC DE JUÁREZ	ANALISTA
193	MARGARITO	BARBOZA	CARRASCO	UNIVERSIDAD TECNOLÓGICA DE IZÚCAR DE MATAMOROS	RECTOR
192	MA DEL CARMEN	TZONI	CANTELLANO	UNIVERSIDAD TECNOLÓGICA DE IZÚCAR DE MATAMOROS	SECRETARIO
191	ALEXIS	MACARENO	GUERRERO	UNIVERSIDAD TECNOLÓGICA DE IZÚCAR DE MATAMOROS	JEFE DE DEPARTAMENTO
190	SONIA	SANCHEZ	MARTINEZ	UNIVERSIDAD TECNOLÓGICA DE HUEJOTZINGO	JEFE DE DEPARTAMENTO
189	ISABEL CRISTINA	VALENCIA	MORA	UNIVERSIDAD TECNOLÓGICA DE HUEJOTZINGO	ENCARGADO
188	ISAAC	RAMÍREZ	AYUSO	UNIVERSIDAD TECNOLÓGICA DE HUEJOTZINGO	ENCARGADO DE DIRECCIÓN
187	FIACRO LUIS	TORREBLANCA	COELLO	UNIVERSIDAD TECNOLÓGICA DE HUEJOTZINGO	RECTOR
186	CECILIA	ORTIZ	GONZALEZ	UNIVERSIDAD TECNOLÓGICA DE HUEJOTZINGO	JEFE DE DEPARTAMENTO
185	VALERIA ABRIL	SOLORZANO	GARCIA	SECRETARÍA DE TRABAJO	JEFE DE DEPARTAMENTO
184	LAURA ALEJANDRA	MERINO	CABALLERO	SECRETARÍA DE TRABAJO	DIRECTOR GENERAL
183	FLOR DE MARIA	SOSA	PEREZ	SECRETARÍA DE TRABAJO	ANALISTA
182	VICTORIA OLIVIA	HUERTA	SANCHEZ	SECRETARÍA DE INFRAESTRUCTURA	ENCARGADO DE DESPACHO
181	MARIO MIGUEL	CARRILLO	CUBILLAS	SECRETARÍA DE INFRAESTRUCTURA	SUB-SECRETARIO
180	MARIO ERNESTO	GALEANA	ALONSO	SECRETARÍA DE INFRAESTRUCTURA	ENCARGADO DE DESPACHO
179	JUAN DANIEL	GAMEZ	MURILLO	SECRETARÍA DE INFRAESTRUCTURA	SECRETARIO
178	JUAN CARLOS	HERNÁNDEZ	ZAMBRANO	SECRETARÍA DE INFRAESTRUCTURA	ENCARGADO DE DESPACHO
177	GABRIEL	RIVERA	MEDINA	SECRETARÍA DE INFRAESTRUCTURA	ENCARGADO DE DESPACHO
176	FRANCISCO XAVIER	ROJAS	VELAZQUEZ	SECRETARÍA DE INFRAESTRUCTURA	COORDINADOR GENERAL
175	FRANCISCO	MALAGON	MANDUJANO	SECRETARÍA DE INFRAESTRUCTURA	DIRECTOR GENERAL
174	ALBERTO ISAAC	ARANGO	PAREDES	SECRETARÍA DE INFRAESTRUCTURA	ENCARGADO DE DESPACHO
173	MARCOS	OROZCO	TORRES	SECRETARÍA DE ECONOMÍA	SUB-DIRECTOR
172	RICARDO ANTONIO	GARCÍA	GUZMAN	SECRETARÍA DE ADMINISTRACIÓN	ENCARGADO DE DESPACHO
171	MARÍA DEL SOCORRO	ESPINOSA	GABRIEL	SECRETARÍA DE ADMINISTRACIÓN	JEFE DE DEPARTAMENTO
170	FRANCISCO	SERRANO	TIRADO	SISTEMA ESTATAL DE COMUNICACIONES	SUB-DIRECTOR
169	IMELDA	RAMOS	VIVEROS	FIDEICOMISO PÚBLICO DENOMINADO BANCO ESTATAL DE TIERRA	DIRECTOR GENERAL
168	MARICRUZ	JUAREZ	LOPEZ	INSTITUTO TECNOLÓGICO SUPERIOR DE ZACAPOAXTLA	JEFE DE DEPARTAMENTO
167	DULCE MARÍA	SÁNCHEZ	HERNÁNDEZ	INSTITUTO TECNOLÓGICO SUPERIOR DE TEPEXI DE RODRÍGUEZ	JEFE DE DEPARTAMENTO
166	MARISELA	HERRERA	MENDEZ	INSTITUTO TECNOLÓGICO SUPERIOR DE ATLIXCO	SUB-DIRECTOR
165	MARIA ELENA MONICA	VALDEZ	CORTES	INSTITUTO TECNOLÓGICO SUPERIOR DE ATLIXCO	JEFE DE DEPARTAMENTO
164	LEOPOLDO	GONZÁLEZ	ROSAS	INSTITUTO TECNOLÓGICO SUPERIOR DE ATLIXCO	DIRECTOR GENERAL
163	JESUS DE LA LUZ	SANCHEZ	CUEVAS	INSTITUTO ESTATAL DE EDUCACIÓN PARA ADULTOS	DIRECTOR GENERAL
